,Unnamed: 0,Title,Search,Location,Company,detail_url
697,1192,Data Scientist (Strategic Advisor 2),Data+scientist,"Seattle, WA",        City of Seattle,/rc/clk?jk=f7823448ab6ffae8&fccid=7ab02d0382dcd5b4&vjs=3
698,1193,Senior Data Journalist,Data+scientist,"Seattle, WA 98104 (First Hill area)",        Textio,/rc/clk?jk=9cd0f636019806e0&fccid=e0368d24cb0bc926&vjs=3
699,1194,"Data Scientist / Data Engineer (Bellevue, WA)",Data+scientist,"Bellevue, WA",        Thunder,/rc/clk?jk=5c8f99e431f2a9f4&fccid=f9d7048188d5497a&vjs=3
700,1195,"Product Analyst, Data Science",Data+scientist,"Seattle, WA",        Google,/rc/clk?jk=79e1a74acc198ab4&fccid=a5b4499d9e91a5c6&vjs=3
701,1196,Entry Level Methods Process Analyst,Data+scientist,"Seattle, WA",        BOEING,/rc/clk?jk=66c2435d25b9f295&fccid=edae4285faf6c2f0&vjs=3
702,1197,Data Scientist,Data+scientist,"Seattle, WA",        Rover,/rc/clk?jk=4d294400feee0d9c&fccid=d4b58fa60b80adb8&vjs=3
703,1198,SAP Concur - Data Scientist,Data+scientist,"Bellevue, WA 98004 (Downtown area)",        SAP,/rc/clk?jk=1c569782e3342b6e&fccid=156c7820d1988640&vjs=3
704,1199,Research & Data Analyst (Long Term Temporary),Data+scientist,"Tukwila, WA",        King County Housing Authority,/rc/clk?jk=3cb21bac912d8ccb&fccid=daaefca5d17a59b8&vjs=3
705,1200,Data Scientist,Data+scientist,"Seattle, WA",        Indeed,/rc/clk?jk=d4c998adcc13638f&fccid=d6ef41e202aa2c0b&vjs=3
706,1201,ERP CONTRACT DATA ENTRY OPERATOR (TEMPORARY/HOURLY),Data+scientist,"Seattle, WA",        University of Washington,/rc/clk?jk=d944f1264f9018dd&fccid=142783ac2edbe56b&vjs=3
707,1210,Data Scientist,Data+scientist,"Seattle, WA",        Convoy,/rc/clk?jk=2d4f323180cce9f5&fccid=4514e98bb41669d2&vjs=3
708,1211,Senior Data Scientist,Data+scientist,"Seattle, WA",        DCM Data Systems,/company/DCM-Data-Systems/jobs/Senior-Data-Scientist-c4938f53e3e09d59?fccid=336b06d8bcfa59dd&vjs=3
709,1212,Fraud Investigations Analyst,Data+scientist,"Seattle, WA",        Amazon.com,/rc/clk?jk=e45a20a0392cee4d&fccid=fe2d21eef233e94a&vjs=3
710,1213,Data Scientist,Data+scientist,"Redmond, WA 98052",        Inabia Solutions and Consulting,/rc/clk?jk=8f1885cb99406b91&fccid=28be5add96e32e66&vjs=3
711,1215,"Data Scientist, Natural Language Processing (NLP), descripti...",Data+scientist,"Seattle, WA",        Amazon.com,/rc/clk?jk=9cfbb96d9d45f874&fccid=fe2d21eef233e94a&vjs=3
712,1216,Data Scientist/ML Engineer,Data+scientist,"Seattle, WA",        UiPath,/rc/clk?jk=44f5145811a5bc0a&fccid=13eb996a084cac98&vjs=3
713,1217,Data Scientist (Commercial Analytics),Data+scientist,"Redmond, WA",        Terex Corporation,/rc/clk?jk=96e9a821b412fc8d&fccid=f903f4b18f2c0477&vjs=3
714,1218,"Data Scientist, Analytics (Integrity)",Data+scientist,"Seattle, WA",        Facebook,/rc/clk?jk=191f88ed3f08d02e&fccid=1639254ea84748b5&vjs=3
715,1225,"Data Scientist, Distribution Insights - Global Retail Market...",Data+scientist,"Seattle, WA",        Liberty Mutual,/rc/clk?jk=22c9b05bc087f9c7&fccid=bba15db4d8763697&vjs=3
716,1226,VP of Data,Data+scientist,"Seattle, WA 98101 (Downtown area)",        Zillow,/rc/clk?jk=2391708dcd3f1a9d&fccid=913e1b259c8d65e2&vjs=3
717,1227,"Data Scientist, Analytics - Ads Foundations",Data+scientist,"Seattle, WA",        Facebook,/rc/clk?jk=a6a6ee6c3674214e&fccid=1639254ea84748b5&vjs=3
718,1228,CONTACT CENTER REPRESENTATIVE 1,Data+scientist,"Seattle, WA",        University of Washington,/rc/clk?jk=753745f4ecb75823&fccid=142783ac2edbe56b&vjs=3
719,1229,UX Data Scientist,Data+scientist,"Seattle, WA",        Qualtrics,/rc/clk?jk=35930b9f3e5bdca3&fccid=10db9f943841d5db&vjs=3
720,1230,Senior Data Scientist,Data+scientist,"Seattle, WA",        Amazon.com,/rc/clk?jk=6836fe2277dd2c2a&fccid=fe2d21eef233e94a&vjs=3
721,1231,Data Analyst,Data+scientist,"Redmond, WA",        RedCloud Consulting,/rc/clk?jk=83bd1bf148eb5e0f&fccid=c6f2c0d95eb2971d&vjs=3
722,1232,Applied Scientist - Selection Monitoring Team,Data+scientist,"Seattle, WA",        Amazon.com,/rc/clk?jk=3bf52204650f9e65&fccid=fe2d21eef233e94a&vjs=3
723,1233,Computer Vision Data Scientist,Data+scientist,"Seattle, WA 98103 (Green Lake - Wallingford area)",        Getty Images,/rc/clk?jk=509fc76a20e8f63c&fccid=c68f858ef73a0c44&vjs=3
724,1234,Data Analyst,Data+scientist,"Seattle, WA",        Convoy,/rc/clk?jk=587c975dd2ee1c1f&fccid=4514e98bb41669d2&vjs=3
725,1239,"Data Scientist, Marketing Science R&D",Data+scientist,"Seattle, WA",        Facebook,/rc/clk?jk=b3992bc9d308db62&fccid=1639254ea84748b5&vjs=3
726,1240,"Data Scientist, Multi-Channel Acquisition",Data+scientist,"Seattle, WA",        Rover,/rc/clk?jk=3252960c328965f5&fccid=d4b58fa60b80adb8&vjs=3
727,1241,"Associate, Data Scientist",Data+scientist,"Seattle, WA 98101 (Downtown area)",        KPMG,/rc/clk?jk=ba56ae27ac2cf57e&fccid=2dd390c3a48a7ed0&vjs=3
728,1242,Data Scientist,Data+scientist,"Seattle, WA 98115 (Wedgwood area)",        Logic20/20,/rc/clk?jk=0f59ce5d9e3f4b73&fccid=e2f8d6934fd95c43&vjs=3
729,1243,PATIENT ACCOUNT REPRESENTATIVE 1,Data+scientist,"Seattle, WA",        University of Washington,/rc/clk?jk=81732bcbeb121977&fccid=142783ac2edbe56b&vjs=3
730,1244,Intern Data Scientist,Data+scientist,"Seattle, WA","        ExtraHop Networks, Inc.",/rc/clk?jk=63a0ab18914a6db2&fccid=5dd0073fb1381f82&vjs=3
731,1245,Machine Learning Scientist,Data+scientist,"Seattle, WA",        Amazon.com,/rc/clk?jk=c7861efdd46e9db9&fccid=fe2d21eef233e94a&vjs=3
732,1246,"SDE, Machine Learning",Data+scientist,"Seattle, WA",        Amazon.com,/rc/clk?jk=d700a93d97c4fb68&fccid=fe2d21eef233e94a&vjs=3
733,1247,"Data Scientist, Growth & Analytics",Data+scientist,"Seattle, WA",        Facebook,/rc/clk?jk=f6079be005e52ac5&fccid=1639254ea84748b5&vjs=3
734,1248,Associate Data Scientist,Data+scientist,"Seattle, WA","        ExtraHop Networks, Inc.",/rc/clk?jk=990ccbc7e31cb992&fccid=5dd0073fb1381f82&vjs=3
735,1259,Data Scientist,Data+scientist,"Austin, TX",        Q2ebanking,/rc/clk?jk=1548d2f1179c8e11&fccid=5cf515b6d3e65482&vjs=3
736,1260,Data Scientist,Data+scientist,"Austin, TX",        Cubic Corporation,/rc/clk?jk=3468a36675ce9eed&fccid=21df030fae150acc&vjs=3
737,1261,Data Scientist / Predictive Modeler,Data+scientist,"Austin, TX 78728",        M Theory Solutions,/company/M-Theory-Solutions/jobs/Data-Scientist-25f063fc2547164a?fccid=e9188d987167bfe8&vjs=3
738,1262,DATA SCIENTIST,Data+scientist,"Austin, TX",        Authors.me,/rc/clk?jk=7b9ee800a398c91b&fccid=342892159d9adbbe&vjs=3
739,1263,Support Technologies Data Scientist,Data+scientist,"Austin, TX",        Apple,/rc/clk?jk=6b881df340745b02&fccid=c1099851e9794854&vjs=3
740,1264,Data Scientist,Data+scientist,"Austin, TX",        Zilker Partners,/rc/clk?jk=8e610a7488e1d576&fccid=6ba120957a5b96d9&vjs=3
741,1265,Business Analyst/Data Scientist,Data+scientist,"Austin, TX 78731",        Mitel,/rc/clk?jk=84117c31fb4f6420&fccid=2cdf9849af75cea3&vjs=3
742,1266,Data Scientist,Data+scientist,"Austin, TX",        Cerebri AI,/rc/clk?jk=bac27e3d30739f57&fccid=799362a2faa3b40a&vjs=3
743,1267,Laboratory Data Scientist,Data+scientist,"Austin, TX",        Clinical Pathology Laboratories,/rc/clk?jk=67db9e1d572f717c&fccid=36270cd112952f18&vjs=3
744,1268,Data Scientist,Data+scientist,"Austin, TX",        Amne,/rc/clk?jk=3a438564fcbadf22&fccid=d4dd002fca5b781d&vjs=3
745,1276,Data Scientist ll,Data+scientist,"Austin, TX",        HomeAway,/rc/clk?jk=f521c061c5daf1bc&fccid=1b41cc7ae60b8689&vjs=3
746,1278,Machine Learning Product Scientist,Data+scientist,"Austin, TX",        Valkyrie Labs,/company/Valkyrie-Intelligence/jobs/Machine-Learning-Product-Scientist-ec207b2b888c3578?fccid=339607bfa2090225&vjs=3
747,1279,Data Analyst - Public Education Data Analysis,Data+scientist,"Austin, TX",        Legislative Budget Board,/rc/clk?jk=1c5d7d3f8b999d07&fccid=75b16a3cb195c636&vjs=3
748,1280,Jr. Computational Physicist/Scientist,Data+scientist,"Austin, TX 78741 (Pleasant Valley area)","        Nanohmics, Inc.","/company/Nanohmics,-Inc./jobs/Junior-Computational-Physicist-Scientist-07f0c1065ae180b9?fccid=7899bd10968e6304&vjs=3"
749,1281,Principal Data Scientist,Data+scientist,"Austin, TX",        Valkyrie Intelligence,/company/Valkyrie-Intelligence/jobs/Principal-Data-Scientist-cbc1187537d91910?fccid=339607bfa2090225&vjs=3
750,1282,Data Scientist II: Yield Optimization,Data+scientist,"Austin, TX",        HomeAway,/rc/clk?jk=f3017bbcf2b24348&fccid=1b41cc7ae60b8689&vjs=3
751,1288,Data Scientist / Operations Research Engineer - 67712,Data+scientist,"Austin, TX","        Advanced Micro Devices, Inc.",/rc/clk?jk=c97df1c4348c33e5&fccid=b45c4b5a9c9a7448&vjs=3
752,1289,Data Scientist -Transit,Data+scientist,"Austin, TX",        Cubic Corporation,/rc/clk?jk=d38b12a6326c6b88&fccid=21df030fae150acc&vjs=3
753,1290,DATA SCIENTIST BL LAB,Data+scientist,"Austin, TX 78716",        The Home Depot,/rc/clk?jk=2e36ac091d04c9e2&fccid=82e58e9861d48566&vjs=3
754,1291,Applied Scientist,Data+scientist,"Austin, TX",        Amazon.com,/rc/clk?jk=8683651af01507be&fccid=fe2d21eef233e94a&vjs=3
755,1292,Data Scientist,Data+scientist,"Austin, TX",        Booz Allen Hamilton,/rc/clk?jk=e9ce5bcf852f7b38&fccid=4e041af1d0af1bc8&vjs=3
756,1293,Applied Scientist - Supply Chain Optimization Technology,Data+scientist,"Austin, TX",        Amazon.com,/rc/clk?jk=97ac967e8059d72c&fccid=fe2d21eef233e94a&vjs=3
757,1294,Instrument Operator/Certifying Scientist,Data+scientist,"Round Rock, TX 78681","        Central Tox, LLC","/company/Central-Tox,-LLC/jobs/Instrument-Operator-Certifying-Scientist-2b983260f0eea86a?fccid=26e151ad5957262e&vjs=3"
758,1295,Staff Scientist - Round Rock,Data+scientist,"Round Rock, TX",        Golder Associates,/rc/clk?jk=5ef525cee711f6e7&fccid=e3b502a5b609fca4&vjs=3
759,1296,Autonomous System Scientist,Data+scientist,"Austin, TX",        Mindtronic AI,/company/Mindtronic-AI/jobs/Autonomous-System-Scientist-8dea8b2492e79483?fccid=d90966c19964baae&vjs=3
760,1297,Data Scientist,Data+scientist,"Austin, TX 78746",        eBay Inc.,/rc/clk?jk=05c5e30f93488b64&fccid=0da3ed18c20a248d&vjs=3
761,1303,Data Scientist - Marketing,Data+scientist,"Austin, TX",        HomeAway,/rc/clk?jk=88993fa36ec31516&fccid=1b41cc7ae60b8689&vjs=3
762,1304,Director of Engineering: Big Data AI,Data+scientist,"Austin, TX 78730",        Dau International LLC,/rc/clk?jk=881958698dbf7f9e&fccid=7caa34cfead2ea3a&vjs=3
763,1305,Senior Data/Domain Scientist,Data+scientist,"Austin, TX",        Code Pilot,/rc/clk?jk=4ebcc9886bb78df7&fccid=f31ab15e49b41186&vjs=3
764,1306,Senior Data Scientist,Data+scientist,"Austin, TX","        Convey, Inc.",/rc/clk?jk=f4b9a52556648492&fccid=35ca37fc9ead442f&vjs=3
765,1307,Multi-Int Data Scientist,Data+scientist,"Austin, TX 78759 (Arboretum area)",        CACI,/rc/clk?jk=244a71be5ccda985&fccid=290a4498a64fc044&vjs=3
766,1308,Sr. Data Scientist - Applied Insights,Data+scientist,"Austin, TX",        WellSky,/rc/clk?jk=38319a1e8f974721&fccid=ccf9f96e8cae7bb9&vjs=3
767,1309,Senior Data Scientist,Data+scientist,"Austin, TX 78759 (Arboretum area)",        SparkCognition,/rc/clk?jk=3d7e72c0fd000fed&fccid=a51326a8129af4fe&vjs=3
768,1310,Supervisory Computer Scientist,Data+scientist,"Austin, TX",        US Department of the Army,/rc/clk?jk=5dc0128c38727f99&fccid=c3b8389ba1f05d96&vjs=3
769,1311,Research Scientist ( Imaging | Algorithms | Data Analysis ),Data+scientist,"Austin, TX",        KLA-Tencor,/rc/clk?jk=4ef2b4f2d10d4060&fccid=c8fc142c28286059&vjs=3
770,1312,Lead Data Scientist,Data+scientist,"Austin, TX 78759 (Arboretum area)",        Social Solutions,/rc/clk?jk=55d073021b6fcbdd&fccid=7cd097ac2b57c060&vjs=3
771,1317,Data Science Intern,Data+scientist,"Austin, TX",        HomeAway,/rc/clk?jk=f44ce24e5b136576&fccid=1b41cc7ae60b8689&vjs=3
772,1318,Data Engineer,Data+scientist,"Austin, TX",        Valkyrie Intelligence,/company/Valkyrie-Intelligence/jobs/Data-Engineer-956a1b06d4e06f1a?fccid=339607bfa2090225&vjs=3
773,1319,Data Scientist - Data Product Development (PhD),Data+scientist,"Austin, TX",        Visa,/rc/clk?jk=31364989a2969f7e&fccid=a3f737e511d9fc8c&vjs=3
774,1320,Market Research Analyst,Data+scientist,"Austin, TX 78741 (Pleasant Valley area)",        Honeywell,/rc/clk?jk=66705ce9ce0bde47&fccid=50208b5bf45ee3b8&vjs=3
775,1321,Senior Data Scientist,Data+scientist,"Austin, TX","        RetailMeNot, Inc.",/rc/clk?jk=62a677ae45000af8&fccid=2a8196245712bfd6&vjs=3
776,1322,Cognitive Data Scientist,Data+scientist,"Austin, TX 73344",        IBM,/rc/clk?jk=263f15e35ce14da8&fccid=de71a49b535e21cb&vjs=3
777,1323,Data Science Engineer,Data+scientist,"Austin, TX",        Apple,/rc/clk?jk=499f559412ac7afb&fccid=c1099851e9794854&vjs=3
778,1324,Research Scientist (Neuroscience),Data+scientist,"Austin, TX",        Senseye,/rc/clk?jk=2da1df95104a9823&fccid=fbbea6e6e5b1c681&vjs=3
779,1325,Data Engineer,Data+scientist,"Austin, TX",        Zilker Partners,/rc/clk?jk=327a3b513a7e8156&fccid=6ba120957a5b96d9&vjs=3
780,1326,Engineering Scientist Associate - Software Engineering Assoc...,Data+scientist,"Austin, TX",        University of Texas at Austin,/rc/clk?jk=120f9cb926f54c50&fccid=f7282ad3490137c7&vjs=3
781,1333,Principal Data Scientist,Data+scientist,"Austin, TX 78746",        Clockwork Solutions,/rc/clk?jk=e1f832e96eaa7fa2&fccid=3088c7729f5b5e59&vjs=3
782,1335,Lead Data Scientist,Data+scientist,"Austin, TX 78746",        Clockwork Solutions,/rc/clk?jk=b58e188beb5f941d&fccid=3088c7729f5b5e59&vjs=3
783,1336,"Sr. Associate, Data Scientist (NLP)",Data+scientist,"Austin, TX 73301 (St Edwards area)",        KPMG,/rc/clk?jk=39c423673cfe342a&fccid=2dd390c3a48a7ed0&vjs=3
784,1337,"Manager, Data Analysis-Provider Analytics",Data+scientist,"Austin, TX",        The McManness Group,/company/The-McManness-Group/jobs/Manager-231e3e741bb66746?fccid=45aea35d107c7883&vjs=3
785,1339,Engineering Scientist Associate - R and D Software Developer,Data+scientist,"Austin, TX",        University of Texas at Austin,/rc/clk?jk=592beb0f93843775&fccid=f7282ad3490137c7&vjs=3
786,1340,Scientist,Data+scientist,"Austin, TX",        Indotronix International Corporation,/rc/clk?jk=fec23d9c8226ab10&fccid=a904fff5f4c819b1&vjs=3
787,1341,Manufacturing Scientist Intermediate,Data+scientist,"Cedar Creek, TX 78612","        Agilent Technologies, Inc.",/rc/clk?jk=b05e16eab7fddff2&fccid=163c11f34750a7cd&vjs=3
788,1342,Software Developer,Data+scientist,"Austin, TX",        UMC,/company/UMC/jobs/Software-Developer-6c1f1e0c12d94d21?fccid=1b8b0b5e33a67328&vjs=3
789,1349,Health Research Analyst,Data+scientist,"Austin, TX",        Texas Health Institute,/company/Texas-Health-Institute/jobs/Health-Research-Analyst-526b80db59980cf9?fccid=cee6d553147c0cbe&vjs=3
790,1351,Associate Scientist Protein Biochemistry,Data+scientist,"Austin, TX 78746","        Aeglea BioTherapeutics, Inc.","/company/Aeglea-BioTherapeutics,-Inc./jobs/Associate-Scientist-Protein-Biochemistry-896d2ff4a1496a49?fccid=9cffeaf3956293e6&vjs=3"
791,1354,Electronic Medical Records Analyst,Data+scientist,"Austin, TX",        Natera,/rc/clk?jk=dcf33ab44833bbbc&fccid=76d4cf3f28c81122&vjs=3
792,1355,"Senior Data Scientist, GSPE - Round Rock, TX",Data+scientist,"Round Rock, TX 78664",        DELL,/rc/clk?jk=29082c2dfe361c7e&fccid=0918a251e6902f97&vjs=3
793,1357,Senior - Data Scientist,Data+scientist,"Austin, TX",        EY,/rc/clk?jk=51878f8d94fe84e4&fccid=1544766d4c2915b0&vjs=3
794,1365,PRINCIPAL DATA SCIENTIST BL LAB,Data+scientist,"Austin, TX 78716",        The Home Depot,/rc/clk?jk=8e013a263f6bbd7e&fccid=82e58e9861d48566&vjs=3
795,1367,Research Engineering/ Scientist Assistant,Data+scientist,"Austin, TX",        University of Texas at Austin,/rc/clk?jk=7a7e3bd9bd9acbae&fccid=f7282ad3490137c7&vjs=3
796,1369,"Director, Data Science",Data+scientist,"Austin, TX",        REX - Real Estate Exchange,/rc/clk?jk=2a1ec1e25105f3a1&fccid=be2aeb3b30a4634d&vjs=3
797,1370,Development Researcher - Research Analyst,Data+scientist,"Austin, TX",        University of Texas at Austin,/rc/clk?jk=9ebe0bda1ed323aa&fccid=f7282ad3490137c7&vjs=3
798,1371,Software Development Internship - Austin,Data+scientist,"Austin, TX 78756 (Rosedale area)",        CDK Global,/rc/clk?jk=2a77250892ce08b4&fccid=cf4c744760f4998e&vjs=3
799,1372,Engineering Scientist Associate - Software Development Assoc...,Data+scientist,"Austin, TX",        University of Texas at Austin,/rc/clk?jk=ccc1815d9ce25809&fccid=f7282ad3490137c7&vjs=3
800,1373,TTI Assistant Research Scientist,Data+scientist,"Austin, TX 78752 (St Johns area)",        SWTA,/rc/clk?jk=9ab090748e5b253a&fccid=983f2ae090c075e7&vjs=3
801,1374,Product Scientist,Data+scientist,"Austin, TX 78731",        Indeed,/rc/clk?jk=a68fc8e50c236314&fccid=d6ef41e202aa2c0b&vjs=3
802,1381,Research Scientist II,Data+scientist,"Austin, TX",        ICF,/rc/clk?jk=315f448ee21ef833&fccid=cc35f9c14f8799a9&vjs=3
803,1382,"Data Scientist, Lead",Data+scientist,"Austin, TX",        Booz Allen Hamilton,/rc/clk?jk=78262ddc2290e21b&fccid=4e041af1d0af1bc8&vjs=3
804,1383,Research Analyst,Data+scientist,"Austin, TX 78723 (Windsor Park area)",        Texas Mutual Insurance Company,/rc/clk?jk=7bb8b4a371f1d3ba&fccid=482c41cdf2732d25&vjs=3
805,1384,Billing Solutions Specialist,Data+scientist,"Austin, TX 78753 (Windsor Hills area)",        Natera,/rc/clk?jk=67a0980c28023518&fccid=76d4cf3f28c81122&vjs=3
806,1385,TTI Associate Research Scientist,Data+scientist,"Austin, TX 78752 (St Johns area)",        SWTA,/rc/clk?jk=4763ab94eac4c20e&fccid=983f2ae090c075e7&vjs=3
807,1386,Visual Designer,Data+scientist,"Austin, TX",        Zilker Partners,/rc/clk?jk=668c778d9d89b9e8&fccid=6ba120957a5b96d9&vjs=3
808,1387,"Scientist, Bioinformatics",Data+scientist,"Austin, TX 73344",        Thermo Fisher Scientific,/rc/clk?jk=6669c9a06f223df5&fccid=126e3afd205caa95&vjs=3
809,1388,Data Science Trainer,Data+scientist,"Austin, TX",        Anaconda,/rc/clk?jk=57debdd1b5197ea7&fccid=215443bd3e7a8268&vjs=3
810,1389,"Instructor (for LEGOS, robots, science, and more!) (AmeriCor...",Data+scientist,"Austin, TX",        4-H CAPITAL,/company/4--H-CAPITAL/jobs/Instructor-b8b46c3c67da4874?fccid=fd3705aa6452391e&vjs=3
811,1390,"Research Analyst, Voice of Customer",Data+scientist,"Austin, TX 78731",        Indeed,/rc/clk?jk=ce08334cd66f76c8&fccid=d6ef41e202aa2c0b&vjs=3
812,1396,Data Science Leader,Data+scientist,"Austin, TX 78731",        Indeed,/rc/clk?jk=cfb69d4e84f1cf5f&fccid=d6ef41e202aa2c0b&vjs=3
813,1397,Research Engineering/ Scientist Assistant - Research Assista...,Data+scientist,"Austin, TX",        University of Texas at Austin,/rc/clk?jk=c6f9784b43e5e090&fccid=f7282ad3490137c7&vjs=3
814,1398,Business Analyst - Applied Insights,Data+scientist,"Austin, TX",        WellSky,/rc/clk?jk=1ff550be49052855&fccid=ccf9f96e8cae7bb9&vjs=3
815,1399,Water Resources Planner / Scientist - Water Business,Data+scientist,"Austin, TX 78701 (Downtown area)",        Black & Veatch,/rc/clk?jk=62481d14858461e2&fccid=3c6c62c1f9964388&vjs=3
816,1400,Program Financial Analyst,Data+scientist,"Austin, TX",        Environmental Defense Fund,/rc/clk?jk=7158b613cf6462d1&fccid=1514f8a1c4147615&vjs=3
817,1401,Compliance Program Manager,Data+scientist,"Austin, TX",        Wunderman,/rc/clk?jk=51c13e73a1131eb3&fccid=bfef2b2da6904e2a&vjs=3
818,1402,Environmental Scientist,Data+scientist,"Austin, TX",        Arcadis,/rc/clk?jk=08cdbd87ae76abad&fccid=1e9cc2318c796627&vjs=3
819,1403,Experimentation Lead - Data Science,Data+scientist,"Austin, TX 78731",        Indeed,/rc/clk?jk=28b0f0c89131a740&fccid=d6ef41e202aa2c0b&vjs=3
820,1404,Water Quality Scientist Senior,Data+scientist,"Austin, TX 78702 (Rosewood area)",        City of Austin,/rc/clk?jk=2abeccfc254e9bda&fccid=651f65cb69970e95&vjs=3
821,1405,Data Scientist - TS/SCI Required,Data+scientist,"Austin, TX 78759 (Arboretum area)",        CACI,/rc/clk?jk=a1fd7be80611c48a&fccid=290a4498a64fc044&vjs=3
822,1416,Data Scientist - Entry to Experienced Level,Data+scientist,"Fort Meade, MD",        National Security Agency,/rc/clk?jk=835a2db493898f25&fccid=e8f18ca6180ec8da&vjs=3
823,1417,Data Scientist,Data+scientist,"Ballston, VA",        Amazon.com,/rc/clk?jk=0ab6d0b7e3010666&fccid=fe2d21eef233e94a&vjs=3
824,1418,Data Scientist [Remote],Data+scientist,"Gaithersburg, MD",        MRP,/company/MRP/jobs/Data-Scientist-bf47a60d5563020e?fccid=0c6671fc9aaac880&vjs=3
825,1419,Data Scientist,Data+scientist,"Arlington, VA 22201 (Lyon Village area)",        Elder Research Inc,/rc/clk?jk=c08c98b0b3c83205&fccid=b3991d5c19e7c0f4&vjs=3
826,1420,Part-Time Data Scientist,Data+scientist,"Beltsville, MD",        LAC Group,/company/LAC-Group/jobs/Part-Time-Data-Scientist-df8b00de0afc076c?fccid=198cdf571cef1896&vjs=3
827,1421,Graduate Studies Program - Data Scientist,Data+scientist,"Washington, DC",        Central Intelligence Agency,/rc/clk?jk=1cfdd9e391a6328a&fccid=e9870e3159e9c6ac&vjs=3
828,1422,Data Scientist,Data+scientist,"Washington, DC",        MEDSTAR HEALTH RESEARCH INSTITUTE (MHRI),/rc/clk?jk=f18f8c63b8281816&fccid=56a07b947c1ef42d&vjs=3
829,1423,Data Scientist,Data+scientist,"Washington, DC",        Booz Allen Hamilton,/rc/clk?jk=ae8b0bdb1dbe7a9b&fccid=4e041af1d0af1bc8&vjs=3
830,1424,"Data Scientist, Client Experience / Research and Insights",Data+scientist,"Washington, DC",        Deloitte,/rc/clk?jk=db558b73d6e847d2&fccid=9e215d88a6b33622&vjs=3
831,1425,Data Scientist,Data+scientist,"Washington, DC",        Central Intelligence Agency,/rc/clk?jk=a74ca76425ca908c&fccid=e9870e3159e9c6ac&vjs=3
832,1433,World Class Actionable Data Scientist,Data+scientist,"Washington, DC",        Motion Partners,/company/WorkBridge-Associates/jobs/World-Class-Actionable-Data-Scientist-6e174f3ccccdb7be?fccid=35d0c47e94e6ddbc&vjs=3
833,1434,Dr. Strange or Iron Man? (Data Scientist),Data+scientist,"Bethesda, MD",        Interface Financial Group (IFG),/company/Interface-Financial-Group-(IFG)/jobs/Dr-Strange-or-Iron-Man-13b8e3c2a34fd4ff?fccid=3ba50b15b7778b20&vjs=3
834,1435,Data Scientist,Data+scientist,"Washington, DC 20006 (Foggy Bottom area)",        TDI,/rc/clk?jk=387d514b93a2fa52&fccid=88ada71a6e15ab88&vjs=3
835,1436,Data Scientist,Data+scientist,"Washington, DC 20001 (Shaw area)",        General Electric,/rc/clk?jk=e5d631a6028aed59&fccid=c5c99ec01e2125aa&vjs=3
836,1437,Undergraduate Internship/Co-op Program - Data Scientist,Data+scientist,"Washington, DC",        Central Intelligence Agency,/rc/clk?jk=f469f70971b982d7&fccid=e9870e3159e9c6ac&vjs=3
837,1438,Data Scientist,Data+scientist,"McLean, VA 22102",        Piper Companies,/rc/clk?jk=35bde9e6974afb2a&fccid=fc68da685e8aa986&vjs=3
838,1439,Data Scientist II,Data+scientist,"Washington, DC 20001 (Shaw area)",        Cleared Recruiters,/rc/clk?jk=68588c1dc9a1594b&fccid=4323c95d2a6a9b5f&vjs=3
839,1440,"Data Scientist, Junior",Data+scientist,"Alexandria, VA",        Booz Allen Hamilton,/rc/clk?jk=65012b25d6767356&fccid=4e041af1d0af1bc8&vjs=3
840,1441,Data Scientist,Data+scientist,"Washington, DC",        U.S. Federal Government,/rc/clk?jk=ebf4ea6ded62db92&fccid=662289e1e3aea148&vjs=3
841,1442,Data Analysis Internship,Data+scientist,"Washington, DC 20006 (Foggy Bottom area)",        FWG Solutions Inc,/rc/clk?jk=a6b11efdaedf1b29&fccid=8f39d06b621ca0cf&vjs=3
842,1448,Data Scientist — Predictive Analytics,Data+scientist,"Washington, DC",        Gallup,/rc/clk?jk=e955594fc9dac20b&fccid=e198e2c44e180800&vjs=3
843,1449,Data Scientist,Data+scientist,"Alexandria, VA 22314 (Southwest Quadrant area)",        Society for Human Resource Management,/rc/clk?jk=6d8d3c38b3783c7f&fccid=2435f832a19c38d4&vjs=3
844,1450,Junior Data Scientist,Data+scientist,"Tysons, VA",        Logistics Management Institute,/rc/clk?jk=e2122550ce0d1081&fccid=12626f295bf6a003&vjs=3
845,1451,Data Scientist,Data+scientist,"Washington, DC",        ANALYTICA,/rc/clk?jk=d65146fcaffafee0&fccid=148f97e0073dfbbd&vjs=3
846,1452,Data Scientist/Analyst,Data+scientist,"Washington, DC",        Favor TechConsulting,/rc/clk?jk=2828c4a40bdbc961&fccid=7318bc49f62ec709&vjs=3
847,1453,Data Scientist,Data+scientist,"Arlington, VA",        AvalonBay Communities,/rc/clk?jk=a299feab75a82163&fccid=5fae468f83f616ed&vjs=3
848,1454,Conflict Data Scientist,Data+scientist,"Washington, DC",        FREEDOM CONSULTING GROUP,/rc/clk?jk=e4f6e9e023a32ba3&fccid=ebbc3022fb23d52b&vjs=3
849,1455,Data Scientist​,Data+scientist,"Chantilly, VA",        VivusTech,/rc/clk?jk=eef81866547d25bc&fccid=810c6761cb56091e&vjs=3
